state_abbv,state_fips,year,website_pollingplace,website_reg_status,website_precinct_ballot,website_absentee_status,website_provisional_status,reg_rej,prov_partic,prov_rej_all,abs_rej_all_ballots,abs_nonret,uocava_rej,uocava_nonret,eavs_completeness,post_election_audit,nonvoter_illness_onyear_pct,nonvoter_illness_offyear_pct,nonvoter_reg_onyear_pct,nonvoter_reg_offyear_pct,online_reg,wait,residual,pct_reg_of_vep_vrs,vep_turnout,nonvoter_illness_onyear_new,eric_membership,risk_limiting_audits,nonvoter_illness_offyear_new
"OH","Ohio",2012,1,"1",0,0,"0",.0696685,.0369445,.0060936,.0022813,.0641368,.0228531,.2056003,.9921069,1,.13769524,,.08025426,,"0",11.00186,.0091614,.8496608,.6515269,,,,
"OH","Ohio",2014,1,"1",0,0,"0",.0534849,.0156393,.0015029,.0033481,.1297322,.0215274,.3439946,.9951113,1,,.1119415,,.030392,".5",2.391106,,.772956,.3620476,,,,
"OH","Ohio",2016,1,"1",1,1,"0",.0566396,.0276346,.0040976,.001817,.0621985,.014607,.1940907,1,1,.12379792,,.05618551,,".5",6.320169,.0126781,.8158428,.6290922,,,,
"OH","Ohio",2018,1,"1",1,1,"0",.0624294,.0223329,.0026722,.0025355,.0862053,.0208472,.2152756,.99524,1,,.1094199,,.0317005,"1",4.362144,,.8066664,.5087193,,,,
"OH","Ohio",2020,1,"1",1,1,"0",.1090674,.0258908,.0040791,.0014904,.0733273,.0098607,.1608655,1,1,,,.04337033,,"1",14.11412,.0086933,.8778098,.6743434,-.1125292,1,,
"OH","Ohio",2022,1,"1",1,1,"0",.0956917,.0208668,.0020331,.0006212,.0822875,.0159684,.2553162,.9998451,1,,,,.0132313,"1",4.141912,,.7968275,.4740949,,1,,-.0959804
"OK","Oklahoma",2008,1,"0",,,"",,.0019102,.0015922,.0013616,.1699076,.0595024,.2772467,.9444444,0,.18444355,,.0941416,,"0",22.38293,,.8108133,.5630492,,,,
"OK","Oklahoma",2010,1,"0",0,0,"0",,.0006708,.0005587,.0011586,.0809733,.0831586,.7196204,.9423813,0,,.1554832,,.0521504,"0",,,.7027043,.3869609,,,,
"OK","Oklahoma",2012,1,"0",0,0,"0",,.0039549,.0026716,.0014181,.1564268,.0545769,.3106389,.9444444,0,.1740918,,.09773163,,"0",15.88929,.0063333,.7696237,.4915721,,,,
"OK","Oklahoma",2014,1,"1",1,1,"1",.0760449,.0019464,.000946,.0008672,.2583625,.0522293,.8284153,1,0,,.1344552,,.0345127,"0",4.016234,,.7403718,.2977914,,,,
"OK","Oklahoma",2016,1,"1",1,1,"0",.067791,.0050317,.0036977,.0020232,.170587,.0521507,.3447722,1,0,.15385503,,.07825445,,"0",16.23908,,.7826113,.5237951,,,,
"OK","Oklahoma",2018,1,"1",1,1,"1",.0628204,.0027663,.0017664,.002613,.2624474,.0343398,.6977451,.9998575,0,,.1426,,.0203463,".5",7.196114,,.7606827,.4252453,,,,
"OK","Oklahoma",2020,1,"1",1,1,"1",.0490294,.0044355,.0031664,.003252,.1871561,.0237608,.2684471,1,1,,,.07597002,,"0.5",32.32232,,.7905086,.5499265,-.063543,,,
"OK","Oklahoma",2022,1,"1",1,1,"1",.0297821,.0023222,.0013458,.0010917,.2443398,.036783,.7719972,1,1,,,,.0147307,"0.5",7.507546,,.7874163,.4011476,,,,-.0356151
"OR","Oregon",2008,0,"1",,,"",,.0017071,,.0069996,.1366947,,,.6541629,1,.09805038,,.13361974,,"0",,.0094226,.8504665,.6833435,,,,
"OR","Oregon",2010,1,"1",0,1,"0",,.0008647,.0000598,.0086861,.2798688,.0768751,.6532674,.9049812,1,,.0467481,,.0941552,"1",,,.8419214,.5389887,,,,
"OR","Oregon",2012,1,"1",1,1,"0",,.0009728,.0000412,.0073375,.1704226,.0207677,.3434479,.9388529,1,.11949157,,.13784543,,"1",,.0171584,.8586776,.6434369,,,,
"OR","Oregon",2014,1,"1",1,1,"0",,.0000457,6.53e-07,.0066879,.2882461,.0176688,.7394936,.9444444,1,,.0633121,,.0905469,"1",.4556343,,.8415758,.5349874,,,,
"OR","Oregon",2016,1,"1",1,1,"0",,.0000663,.0000317,.0085666,,.019071,.2342014,.9444444,1,.0895839,,.13933808,,"1",.4887287,.0244276,.8863636,.6643434,,,,
"OR","Oregon",2018,1,"1",1,1,"0",,.0000272,1.57e-06,,,.0218968,.5174718,.8823529,1,,.0767555,,.0623466,"1",.4557241,,.8851882,.6151023,,,,
"OR","Oregon",2020,1,"1",1,1,"0",,.000043,.0000242,.0073231,,.0129545,.1819603,.9411765,1,,,.11707,,"1",.7708833,.0163922,.9130366,.7551843,-.0861785,1,,
"OR","Oregon",2022,1,"1",1,1,"0",,.0000869,.0000223,.0146491,0,.0189601,.5717537,.9411765,1,,,,.0446612,"1",1.106804,,.9154984,.6242298,,1,,-.0873875
"PA","Pennsylvania",2008,1,"0",,,"",.3685709,.0054186,.0023927,.00032,.1132009,.0066625,.2062861,.9444652,1,.16668096,,.05822749,,"0",14.49461,.0153798,.8138801,.6419321,,,,
"PA","Pennsylvania",2010,1,"1",0,0,"1",.5545776,.0023761,.0009188,.0005849,.1080918,.0185846,.6473984,1,1,,.1322786,,.0312362,"0",,,.763362,.417215,,,,
"PA","Pennsylvania",2012,1,"1",0,0,"1",.0276397,.0084722,.0035026,.000319,.1211398,.0188189,.3073439,1,1,.15651499,,.03901308,,"0",9.092713,,.8098683,.5935306,,,,
"PA","Pennsylvania",2014,1,"1",0,0,"1",.0461649,.0023563,.000814,.0006715,.0988652,.0197119,.6358365,1,1,,.1305747,,.0269794,"0",1.464287,,.7657499,.3603182,,,,
"PA","Pennsylvania",2016,1,"1",0,0,"1",.09419,.0042504,.0015092,.0004072,.0889247,.0272731,.2450305,1,1,.1544196,,.03976578,,"1",11.49782,,.8205137,.6355086,,,,
"PA","Pennsylvania",2018,1,"1",0,1,"1",.4125633,.003247,.0013777,.0017229,.0952187,.1129127,.7365437,.9999772,1,,.1334211,,.0293026,"1",5.384352,,.8199865,.5144293,,,,
"PA","Pennsylvania",2020,1,"1",0,1,"1",.2534866,.0184996,.0031239,.0048998,.1497312,.0505714,.2019424,.9988749,1,,,.03743636,,"1",16.63484,,.8812539,.7113646,-.0969753,1,,
"PA","Pennsylvania",2022,1,"1",0,1,"1",.4455475,.009456,.0020597,.004324,.1222943,.041231,.2718464,.9996425,1,,,,.0217691,"1",2.966807,,.8370945,.5468168,,1,,-.07394
"RI","Rhode Island",2008,1,"1",,,"",,.0015829,.0006363,.000181,.0280802,,.2053333,.5,0,.23239689,,.08160677,,"0",5.235795,.0077025,.8417301,.6226074,,,,
"RI","Rhode Island",2010,1,"1",1,1,"1",,.0026504,.0010567,.0003811,.1081912,0,.3588111,.9439893,0,,.181577,,.0446741,"0",,,.8048062,.4489661,,,,
"RI","Rhode Island",2012,1,"1",1,1,"1",,.0052193,.0028233,.0007219,.0988747,.0017271,.3321799,.9455113,0,.21198045,,.06445334,,"0",11.67514,.0088438,.8356545,.5801999,,,,
"RI","Rhode Island",2014,1,"1",1,1,"1",,.0062514,.0030362,.0013649,.1238387,0,.2692308,.9444444,0,,.1338521,,.0386624,"0",2.535523,,.7921281,.4223694,,,,
"RI","Rhode Island",2016,1,"1",1,1,"1",,.00844,.0040805,.0022575,.069342,0,.1950399,.9444444,0,.18508898,,.04371075,,"1",8.298128,.0116132,.8585309,.5904894,,,,
"RI","Rhode Island",2018,1,"1",1,1,"1",,.0100344,.0048438,.0019915,.1415538,,,.7647059,1,,.1260464,,.026352,"1",4.73054,,.8513975,.4805119,,,,
"RI","Rhode Island",2020,1,"1",1,1,"1",.0023418,.008612,.0038843,.0002176,,.0084187,.122108,.9998977,1,,,.04429641,,"1",8.333558,.0065773,.8739142,.6534024,-.1122543,1,1,
"RI","Rhode Island",2022,1,"1",1,1,"1",.0011575,.0065961,.0036205,.0008138,.0148715,.0888889,.2075472,1,1,,,,.0160518,"1",2.62011,,.8602327,.4387001,,1,1,-.0685404
"SC","South Carolina",2008,0,"1",,,"",,.0049406,.002585,.000559,.0257519,.0308621,.26298,.8796172,0,.2167241,,.07513268,,"0",61.50213,.0105646,.8066244,.5820379,,,,
"SC","South Carolina",2010,1,"1",0,1,"1",,,,.000474,.0332898,.0203602,.2731929,.889398,0,,.1761461,,.0595402,"0",,,.7775461,.4033647,,,,
"SC","South Carolina",2012,1,"1",0,1,"1",,,,.000328,.0317492,,.2233468,.8180441,0,.21609727,,.0607966,,"1",25.17696,.0087801,.8249078,.5708927,,,,
"SC","South Carolina",2014,1,"1",1,1,"1",,.0038158,.0015805,.0004225,.0373182,.0072569,.3211823,.9444444,1,,.1575059,,.0283965,"1",8.403874,,.7948049,.3521205,,,,
"SC","South Carolina",2016,1,"1",1,1,"1",,.004753,.0022753,.001368,.0217735,.0061207,.2037596,.8888889,1,.1745697,,.04918834,,"1",18.83706,.0096803,.8330215,.5673478,,,,
"SC","South Carolina",2018,1,"1",1,1,"1",,.0031839,.0012893,.0012922,.0929975,.0045784,.2136214,.9407653,1,,.1509566,,.0239194,"1",15.1104,,.8084871,.4520575,,,,
"SC","South Carolina",2020,1,"1",1,1,"1",,.0041563,.0020001,.0017941,.0390175,.0043971,.1284792,.9411765,1,,,.06155693,,"1",34.12815,.0077698,.874097,.6451384,-.1017129,1,,
"SC","South Carolina",2022,1,"1",1,1,"1",,.003137,.0012837,.0010579,.0725509,.0040181,.1549236,.9411765,1,,,,.0163239,"1",9.231477,,.8331146,.4337693,,1,,-.0815446
"SD","South Dakota",2008,1,"1",,,"",,.000839,,,.0247254,,.1427321,.8119472,0,.07955895,,.07778592,,"0",3.912501,.0141283,.8361611,.6558928,,,,
"SD","South Dakota",2010,1,"1",1,1,"0",.0034499,.0002268,.0002106,.00062,,,.2581081,.9694064,0,,.0973362,,.0471965,"0",,,.811803,.538636,,,,
"SD","South Dakota",2012,1,"1",1,1,"0",,.0011957,.00093,.0004013,.0215005,.056005,.2179742,.9725954,0,.09250011,,.08560098,,"0",4.274655,.0129012,.8313653,.6014437,,,,
"SD","South Dakota",2014,1,"1",1,1,"0",.0006311,.001733,.0011742,.0006119,.0221396,.035533,.2959002,1,0,,.0891181,,.040248,"0",1.934741,,.7525272,.44947,,,,
"SD","South Dakota",2016,1,"1",1,1,"0",.0003893,.0010161,,.0009652,.0079744,.0346166,.3014336,.9848165,0,.09996125,,.06240718,,"0",4.749842,.0234884,.8417823,.5846753,,,,
"SD","South Dakota",2018,1,"1",1,1,"0",.0003374,.0008189,.0006569,.0009102,.0257209,.0183486,.1229885,.9991283,0,,.1000544,,.0476965,"0",3.181791,,.8008971,.5325405,,,,
"SD","South Dakota",2020,1,"1",1,1,"0",.0002799,.0008025,.0006785,.001846,.0688378,.0398823,.0316556,.9983186,0,,,.0655733,,"0",5.230396,.011508,.8400438,.6596611,-.0929275,,,
"SD","South Dakota",2022,1,"1",1,1,"0",.0004971,.000485,.0003271,.0010039,.0208698,.0515192,.2314721,.9978711,0,,,,.0258795,"0",4.315118,,.8252544,.5424466,,,,-.0662673
"TN","Tennessee",2008,1,"1",,,"",,.0016775,.001058,.0009786,,.0537774,.174034,.8842599,0,.17391336,,.10324624,,"0",19.43365,.0065219,.8022472,.5737734,,,,
"TN","Tennessee",2010,1,"1",0,0,"0",,.0003967,.0002561,.0001135,.066015,.0387472,.2934063,.9799823,1,,.1629366,,.0495555,"0",,,.7630033,.3465278,,,,
"TN","Tennessee",2012,1,"1",0,0,"0",,.0028583,.0022039,.0002476,.0736923,.0590969,.2213037,.9898868,1,.16834518,,.06841523,,"0",13.6949,.0087111,.7862397,.5261003,,,,
"TN","Tennessee",2014,1,"1",1,0,"0",.1000298,.0010258,.0005944,.0000856,.1024608,.0365127,.3652381,.9955469,1,,.1419044,,.0389349,"0",6.582538,,.7431226,.2856352,,,,
"TN","Tennessee",2016,1,"1",1,0,"0",.0732938,.004592,.0033065,.000233,.0923587,.0419968,.2111828,1,1,.14362681,,.07830131,,"0",10.07612,.0146326,.7851641,.5119066,,,,
"TN","Tennessee",2018,1,"1",1,1,"0",.1341886,.0034727,.0023101,.0003771,.0883589,.0507086,.2293515,.9982665,1,,.1520871,,.0336428,"1",9.024212,,.7474205,.4506859,,,,
"TN","Tennessee",2020,1,"1",1,1,"0",.1039599,.0044938,.0024702,.0006797,.0505684,.0295619,.169744,1,1,,,.07190922,,"1",18.96737,.0067779,.8345628,.5980643,-.1589385,,,
"TN","Tennessee",2022,1,"1",1,1,"0",.0742662,.0016255,.0010738,.0004099,.0794117,.0670203,.2877747,1,1,,,,.0267415,"1",10.89819,,.7988766,.3134012,,,,-.1389188
"TX","Texas",2008,0,"1",,,"",.2131805,.0051113,.003938,.0019582,.087005,.0644787,.3066428,.9739842,1,.13463944,,.06953745,,"0",12.03378,,.7947317,.5410514,,,,
"TX","Texas",2010,1,"1",0,0,"0",.0697521,.0027964,.0021549,.0006091,.0833179,.0418422,.7475765,.9999651,1,,.1088155,,.0297358,"0",,,.74959,.3216554,,,,
"TX","Texas",2012,1,"1",0,0,"0",.0260142,.0063533,.005223,.0005616,.0634162,.0429503,.4736454,.9450474,1,.12941456,,.06497302,,"0",12.43597,,.7708747,.4965065,,,,
"TX","Texas",2014,1,"1",0,0,"0",.0553075,.0045092,.0033226,.0011104,.1402608,.0825986,.4637988,.9749324,1,,.0974357,,.0286469,"0",7.244992,,.7280378,.2834161,,,,
"TX","Texas",2016,1,"1",0,0,"0",.0542601,.0077392,.0063038,.0009606,.1022708,.0261367,.294544,.9553872,1,.1183734,,.05324501,,".5",10.97925,,.8034688,.5155825,,,,
"TX","Texas",2018,1,"1",1,1,"0",.0611648,.0064964,.004892,.001132,.13951,.0718355,.3457153,.9751279,1,,.0943561,,.0269235,".5",10.88633,,.7758031,.4634201,,,,
"TX","Texas",2020,1,"1",1,1,"0",.0238549,.0087879,.005103,.0007559,.182268,.0230171,.292372,.9862751,1,,,.04208418,,"1",13.70566,,.8275719,.6042286,-.0633737,1,,
"TX","Texas",2022,1,"1",1,1,"0",.0314204,.0050583,.0030574,.0015426,.1679343,.0391516,.3517446,.9896036,1,,,,.0195161,"1",9.45977,,.7935982,.4250487,,1,,-.0433869
"UT","Utah",2008,1,"0",,,"",,.0452866,.0071467,.0017521,.2500228,.0422491,.3119984,.973514,1,.14134705,,.09332602,,"0",13.73014,.0193732,.7581635,.5711892,,,,
"UT","Utah",2010,1,"1",1,1,"1",.0223256,.0298252,.0046305,.001742,.307522,.0218712,.7217687,1,1,,.1208855,,.0326639,"1",,,.739888,.3671213,,,,
"UT","Utah",2012,1,"1",1,1,"1",.0332757,.0522787,.0099684,.0019559,.225745,.0157807,.2831068,.9444444,1,.1552075,,.10198568,,"1",10.31847,.0110285,.7678974,.5604429,,,,
"UT","Utah",2014,1,"1",1,1,"1",,,,,,,,,1,,.1106737,,.0266537,"1",5.049106,,.6988709,.3022995,,,,
"UT","Utah",2016,1,"1",1,1,"1",.0570703,.0308281,.0036597,.0062823,.2910533,.0417854,.4476218,.9997488,1,.12134106,,.08183046,,"1",8.67596,.0076087,.8134146,.5668525,,,,
"UT","Utah",2018,1,"1",1,1,"1",.219197,.0481106,.0019122,.0085455,,.0130776,.5952717,.99897,1,,.0744368,,.0303814,"1",7.135953,,.7744952,.5200223,,,,
"UT","Utah",2020,1,"1",1,1,"1",.2576521,.021702,.0011825,.0066748,,.0039611,.3770749,.9999542,1,,,.1069812,,"1",3.460114,.0181786,.8301772,.691697,-.0545428,1,,
"UT","Utah",2022,1,"1",1,1,"1",,.0111677,.0006804,.0139818,0,.0116279,.5408232,.8768422,1,,,,.0214615,"1",2.499244,,.8125212,.4692689,,1,,-.0339764
"VA","Virginia",2008,1,"1",,,"",.0522084,.0024944,.0017968,.0017925,.0731891,.0777565,.2994109,.9978397,0,.17687869,,.10059811,,"0",28.68236,.0078868,.8730558,.6755677,,,,
"VA","Virginia",2010,1,"1",1,1,"1",.0817944,.0012978,.0009402,.0002809,.0370096,.0793238,.17717,.9456893,0,,.1289763,,.0437593,"0",,,.8318228,.3916428,,,,
"VA","Virginia",2012,1,"1",1,1,"1",.024471,.0033006,.0020776,.0005846,.0399651,.017418,.1692877,.997191,0,.1964353,,.07693179,,"0",23.64561,.0108696,.8612301,.669365,,,,
"VA","Virginia",2014,1,"1",1,1,"1",.080046,.0012254,.0007632,.000265,.0437613,.0793238,.1749254,1,1,,.1256089,,.0392442,"1",2.697712,,.8356054,.3664995,,,,
"VA","Virginia",2016,1,"1",1,1,"0",.0853247,.003278,.0023937,.0007877,.0551317,.0642457,.2048427,.9444444,1,.1685483,,.06501286,,"1",10.4329,.0122884,.8652531,.6611013,,,,
"VA","Virginia",2018,1,"1",1,1,"0",.1613905,,,.0006189,.0522414,.0971768,.2751303,.9624531,1,,.1170178,,.0264758,"1",5.906732,,.8744129,.5477038,,,,
"VA","Virginia",2020,1,"1",1,1,"0",.0952033,.0035266,.000078,.0014019,.0994123,.035255,.1952609,1,1,,,.10473862,,"1",13.31121,.0058609,.9025339,.7300016,-.1134558,1,1,
"VA","Virginia",2022,1,"1",1,1,"0",.1080292,.0116855,.0006999,.0008615,.1901575,.0081803,.3936124,1,1,,,,.0160165,"1",2.479541,,.8937088,.4806637,,1,1,-.0813671
"VT","Vermont",2008,0,"0",,,"",.0022088,.0001018,8.99e-06,.0037844,.0310253,.0598608,.1551453,.995383,0,.13854671,,.04103221,,"0",2.480046,.0068897,.8342508,.6771029,,,,
"VT","Vermont",2010,0,"0",0,0,"0",,.0000511,.000017,.0024534,.0352284,,.3817701,.907802,0,,.1157122,,.0308131,"0",,,.830813,.499425,,,,
"VT","Vermont",2012,0,"0",0,0,"0",,.0000652,,,.0434572,.0180965,.2125,.927192,0,.09656254,,.04790612,,"0",1.959669,.0082938,.8266858,.6086181,,,,
"VT","Vermont",2014,1,"0",0,0,"0",.0189544,.0000593,.0000198,.0015744,.0334805,.0176391,,.9763107,1,,.0986467,,.031307,"0",1.582367,,.7679332,.388202,,,,
"VT","Vermont",2016,1,"1",1,1,"0",.0098526,.0000343,9.36e-06,.001657,.0418637,.0588772,.0408976,1,1,.07328805,,.04464466,,"1",1.914458,.0168504,.8668774,.6366542,,,,
"VT","Vermont",2018,1,"1",1,1,"1",.0266878,0,0,.0026864,.0598227,.092296,.1117886,.8852732,1,,.120302,,.0155267,"1",.7053236,,.8497759,.5589754,,,,
"VT","Vermont",2020,1,"1",1,1,"1",.0225836,0,0,.0039778,,.0108972,0,.9981851,1,,,.02779969,,"1",2.268175,.0095426,.8973627,.7421082,-.1114098,1,,
"VT","Vermont",2022,1,"1",1,1,"1",.0318239,0,0,.0008627,0,.0165746,.3946488,.8806971,1,,,,.0115755,"1",1.343834,,.8816746,.5587848,,1,,-.1298835
"WA","Washington",2008,0,"1",,,"",,.0175958,.0037593,.0081961,.134653,.0115889,.2820906,.8869602,1,.06415436,,.10604227,,"1",,.0113,.8419077,.6734219,,,,
"WA","Washington",2010,1,"1",1,0,"0",,.0023624,.0005882,.0133568,.2743367,.0130172,.6048741,.965042,1,,.0575594,,.1018375,"1",,,.8272324,.5432788,,,,
"WA","Washington",2012,1,"1",1,0,"0",.0116896,.0021307,.0009512,.0093492,.1806237,.0110057,.3665684,1,1,.03453196,,.11444009,,"1",,.0149461,.8401185,.6504631,,,,
"WA","Washington",2014,1,"1",1,1,"0",.0085715,.0005595,.000079,.0126027,.451114,.0140068,.7242826,1,1,,.048343,,.0961545,"1",.406409,,.8169056,.4311258,,,,
"WA","Washington",2016,1,"1",1,1,"0",,.0018371,.0004915,.0090122,,.0215077,.4261517,.9916472,1,.03416906,,.08854693,,"1",1.473638,.0138085,.8716176,.6476299,,,,
"WA","Washington",2018,1,"1",1,1,"0",.0042041,.0005796,.0002694,.0103167,,.0150698,.5635533,1,1,,.0606328,,.0759429,"1",2.604187,,.8551809,.5894154,,,,
"WA","Washington",2020,1,"1",1,1,"1",.0010715,.0000394,.0000243,.0076328,,.0104902,.5204523,1,1,,,.04704182,,"1",.4811998,.007108,.8939261,.757082,-.0616696,1,,
"WA","Washington",2022,1,"1",1,1,"0",.0003999,.000015,8.80e-06,.0120948,0,.020129,.7501957,1,1,,,,.033765,"1",2.248974,,.8785833,.5591179,,1,,-.0347242
"WI","Wisconsin",2008,1,"1",,,"",,.0000704,.000039,.000914,.0532762,.0392338,.3104991,.8815994,1,.17287897,,.00817329,,"0",7.936197,.0044887,.8691568,.7273256,,,,
"WI","Wisconsin",2010,1,"1",1,1,"1",,.0000293,.0000151,.0013226,.0581792,.1207883,.641403,.8888889,1,,.1109217,,.0163047,"0",,,.8110377,.5206403,,,,
"WI","Wisconsin",2012,1,"1",1,1,"1",.001222,.0000446,.000025,.0013365,.0669222,.0706578,.3358462,.9990603,1,.22164091,,.01235712,,"0",8.215319,.0029845,.8777779,.7247142,,,,
"WI","Wisconsin",2014,1,"1",1,1,"1",.0017995,.0000223,.0000153,.0006151,.0236232,.0547718,.3756098,1,1,,.1207526,,.0161529,"0",2.691705,,.8183228,.5651133,,,,
"WI","Wisconsin",2016,1,"1",1,1,"1",,.0002513,.0002005,.0000949,.1187188,.0070181,.3148288,.9444444,1,.15927273,,.018562,,"1",6.107525,.0092744,.8416695,.694013,,,,
"WI","Wisconsin",2018,1,"1",1,1,"1",,.0001733,.0001168,.0009567,.121292,.091161,.3235239,.937614,1,,.1197291,,.0096703,"1",6.090339,,.8288305,.6167786,,,,
"WI","Wisconsin",2020,1,"1",1,1,"1",,.0001182,.0000719,.0009011,.0948402,.0374902,.2032083,.9424347,1,,,.02066197,,"1",6.83737,.0034535,.8763674,.7576919,-.1051929,1,,
"WI","Wisconsin",2022,1,"1",1,1,"1",,.0001904,.0001238,.0014911,.0983315,.0891089,.2597035,.9444444,1,,,,.0032918,"1",6.944911,,.833257,.6010051,,1,,-.1063228
"WV","West Virginia",2008,1,"1",,,"",,,,,,,,.7684922,1,.22706275,,.04861556,,"0",15.01558,.0316884,.7814252,.511515,,,,
"WV","West Virginia",2010,1,"1",0,0,"0",.004614,,.0019609,.0011364,.5156485,,.3326752,.813571,1,,.1675862,,.0328348,"0",,,.7490252,.3670486,,,,
"WV","West Virginia",2012,1,"1",0,1,"1",,,,,,.0017847,.2078228,.9601688,1,.22853476,,.04861714,,"0",9.792584,.0213969,.7887503,.4632806,,,,
"WV","West Virginia",2014,1,"1",0,1,"1",.0049425,.0068767,.0020006,.000108,.093262,.0251572,.3291139,1,1,,.1780774,,.0348437,"0",3.771747,,.7566219,.3116668,,,,
"WV","West Virginia",2016,1,"1",1,1,"1",.0018604,.0045022,.0011019,.0004656,.087421,.0092065,.2346984,.9995461,1,.21788637,,.05175994,,"1",7.294493,.015196,.7749061,.5010111,,,,
"WV","West Virginia",2018,1,"1",1,1,"1",.003759,.0083832,.0035759,.0001757,.1426677,.0097222,.1438763,.9966361,1,,.1642776,,.0307472,"1",6.583784,,.7783936,.4249378,,,,
"WV","West Virginia",2020,1,"1",1,1,"1",.0019711,.0093281,.0040541,.0003168,.0516438,.0023073,.1498627,.9995165,1,,,.04258405,,"1",11.71996,.0100582,.8417116,.5758321,-.0981061,1,,
"WV","West Virginia",2022,1,"1",1,1,"1",.0012042,.0073585,.0028972,.0002412,.0760838,.011396,.1521739,.9979842,1,,,,.0235128,"1",6.254825,,.8006181,.3565613,,1,,-.094986
"WY","Wyoming",2008,1,"0",,,"",,,,.0008827,.0275452,,.2339181,.8834472,0,.12815282,,.05982095,,"0",5.620379,.0053494,.7828825,.6310446,,,,
"WY","Wyoming",2010,1,"0",0,0,"0",,,,.0011267,.0447299,.0338983,.483023,.8937522,1,,.1332978,,.0209434,"0",,,.7250256,.4580802,,,,
"WY","Wyoming",2012,1,"0",0,0,"0",,,,.000706,.026823,.0326158,.2848958,.9005393,1,.11532616,,.04179411,,"0",4.516539,.0065417,.7467319,.5929766,,,,
"WY","Wyoming",2014,1,"0",0,0,"0",,,,.0014724,.0400125,.0332226,.4646098,.8959528,1,,.113828,,.0193622,"0",2.759438,,.6744344,.393362,,,,
"WY","Wyoming",2016,1,"0",0,0,"0",,.0001871,.0001091,.0007172,.032028,.022508,.2211704,.9444444,1,.07836531,,.03310362,,"0",5.730819,.0113568,.7951592,.5973827,,,,
"WY","Wyoming",2018,1,"1",0,0,"0",,.0001461,.0000341,.0012179,.0301594,.0603865,.2724077,.9444444,1,,.1003753,,.0225553,"0",2.375983,,.7501949,.4867543,,,,
"WY","Wyoming",2020,1,"0",0,0,"0",,.0001436,.0000898,.0006212,.0437011,.0058343,.1325911,.9721677,1,,,.0450528,,"0",7.843119,.0062405,.8270708,.6456334,-.0946482,,,
"WY","Wyoming",2022,1,"0",0,0,"0",,.0002203,.0001403,.0008721,.1425824,.06469,.3205128,.9574886,1,,,,.0166498,"0",3.924755,,.7255028,.457007,,,,-.0750723
